floor_number,no_of_flats,flat_area_sft,no_of_rooms,sand_tons,cement_tons,no_of_bricks,labour_count,labour_hours
6,3,1182,6,33.35,15.39,7858,11,99
4,1,1068,1,23.27,16.33,6733,10,100
5,4,1720,4,38.57,26.59,9930,17,170
7,4,1710,3,32.21,27.2,10088,17,136
8,1,1064,2,22.08,26.26,6032,10,60
4,2,797,6,18.74,18.46,4637,7,77
9,3,1491,5,37.33,23.47,7464,14,84
9,2,302,1,5.93,4.0,1781,3,18
2,3,647,1,11.83,15.46,4224,6,42
4,2,421,1,8.97,8.17,2372,4,48
7,2,1139,3,21.23,17.33,7320,11,132
8,3,1357,2,39.11,28.34,8635,13,143
7,1,686,5,14.9,10.84,3761,6,54
3,3,397,5,10.15,6.96,2163,3,36
7,3,1253,6,25.41,15.7,8660,12,96
0,3,808,2,15.59,12.7,4683,8,64
10,2,1856,4,40.0,44.51,9969,18,162
6,2,1008,6,29.03,19.6,5488,10,90
5,3,1972,4,49.39,32.54,13377,19,152
2,3,1958,4,38.7,39.3,10686,19,209
7,3,1871,5,37.07,30.58,10405,18,198
3,3,1890,6,36.3,32.03,10289,18,144
0,1,1421,5,28.89,33.95,7148,14,112
0,3,1634,2,35.94,24.47,9563,16,160
10,4,1331,4,35.22,24.32,7830,13,130
4,4,1724,4,48.13,22.63,9154,17,170
7,3,724,2,21.27,12.13,4405,7,56
4,1,938,5,18.78,11.95,6042,9,108
3,3,859,5,17.56,15.89,5862,8,96
7,4,342,2,8.16,7.07,2184,3,33
5,1,1168,3,22.31,17.02,7748,11,99
10,1,451,1,10.87,9.56,2887,4,44
1,3,1649,4,34.26,32.34,9161,16,144
3,4,583,1,17.49,7.08,3338,5,60
10,4,1343,2,37.85,19.33,8016,13,104
9,4,1462,4,27.85,34.53,7586,14,112
6,2,499,3,14.46,9.11,3300,4,32
9,2,1024,4,18.91,15.61,5783,10,60
4,2,418,5,10.9,10.26,2617,4,36
7,2,1569,5,43.84,22.61,9149,15,120
3,1,1781,3,41.39,33.63,11973,17,119
6,3,1442,3,30.91,22.05,7917,14,140
8,3,1488,5,27.87,26.97,7795,14,98
6,1,1478,5,41.66,34.16,7660,14,154
3,2,1759,6,49.17,34.05,11226,17,119
2,2,1890,5,34.97,23.14,9468,18,108
9,4,934,5,20.85,14.48,6042,9,63
8,2,638,1,16.42,13.61,3477,6,36
1,1,410,6,12.2,9.75,2150,4,32
9,1,1912,4,52.5,34.78,11628,19,114
3,2,686,4,20.4,8.86,4003,6,60
1,3,343,5,7.13,4.9,2362,3,24
3,1,1739,1,40.44,39.84,11287,17,170
5,4,1820,6,42.61,44.21,12414,18,180
7,3,979,6,23.73,18.3,6841,9,99
9,2,738,6,17.29,10.08,4101,7,42
2,1,1874,2,46.03,26.05,11310,18,162
10,1,634,3,12.42,15.36,3699,6,66
5,3,436,1,10.04,10.17,2329,4,40
0,1,1476,6,32.3,25.15,8297,14,154
4,2,890,3,23.0,11.82,6090,8,56
4,4,1501,3,38.59,20.01,8153,15,90
2,1,358,1,6.55,6.66,1797,3,24
10,3,369,4,10.83,7.93,2512,3,18
7,4,1063,1,25.4,19.19,6680,10,80
7,3,486,6,12.14,11.69,2893,4,32
2,2,985,2,26.29,19.33,5404,9,54
3,2,1585,1,28.91,39.56,10483,15,165
6,3,548,2,12.77,7.96,2970,5,45
8,1,726,6,16.41,14.39,4459,7,49
9,1,1110,3,24.15,27.24,6970,11,66
0,4,1821,4,51.53,41.21,9377,18,144
4,2,469,4,10.03,9.02,2916,4,40
10,3,423,6,9.26,10.29,2335,4,24
5,3,643,5,14.25,8.23,3483,6,36
0,4,943,1,24.85,12.91,5997,9,63
8,2,1756,4,46.07,27.21,10503,17,153
5,2,910,6,24.11,11.05,4970,9,108
10,4,744,4,16.2,11.16,4312,7,49
10,4,616,1,17.15,8.39,3227,6,60
2,1,1587,5,30.15,25.64,8425,15,120
1,4,1258,6,31.88,21.9,8242,12,132
1,1,1538,4,36.87,23.06,8610,15,180
8,2,1029,1,30.43,19.65,5613,10,120
7,2,356,5,6.42,7.41,2173,3,21
4,1,1043,1,24.05,25.97,7204,10,100
7,4,881,2,23.1,11.19,5232,8,56
5,3,327,4,8.12,5.26,1959,3,18
7,3,1134,5,26.51,23.03,7451,11,132
7,1,760,5,16.24,10.28,4295,7,70
10,2,905,2,26.41,12.1,4805,9,108
7,3,360,3,9.11,4.89,2398,3,36
5,2,1542,4,39.11,21.87,9903,15,120
4,2,716,2,16.71,12.95,4279,7,49
10,3,1145,1,24.2,21.66,7654,11,132
3,4,529,1,14.38,8.21,3013,5,40
4,1,1317,2,24.25,31.31,7339,13,117
6,3,1288,1,28.18,29.2,8475,12,144
6,2,1739,2,51.13,23.92,11744,17,102
8,4,464,4,10.42,10.9,2837,4,28
7,3,830,1,14.99,12.96,4518,8,96
3,1,704,4,19.83,9.46,4390,7,84
1,3,1574,3,42.67,34.72,8432,15,135
8,3,1364,4,33.89,32.1,9280,13,104
9,4,339,3,7.47,5.78,2270,3,27
5,1,1774,3,43.58,23.93,11711,17,136
2,2,797,1,15.26,19.44,5532,7,84
0,1,1487,1,33.79,20.28,9394,14,140
5,1,1614,1,42.28,19.66,8990,16,144
5,3,1146,5,23.66,15.81,7649,11,66
0,4,1883,3,44.67,22.77,10899,18,108
6,3,1098,3,21.51,16.24,6356,10,110
5,4,1901,5,41.76,23.99,13292,19,228
0,1,1180,2,31.82,21.19,6415,11,77
3,4,724,3,18.34,17.98,3630,7,49
6,4,374,5,7.59,8.16,2360,3,36
10,4,564,5,15.02,8.82,3914,5,60
7,1,1669,5,43.02,34.47,10263,16,176
9,4,1317,6,30.34,32.5,6941,13,143
6,2,1001,4,23.43,21.51,5330,10,80
10,1,519,6,11.94,11.01,3070,5,30
0,2,1926,3,41.68,36.81,12905,19,114
9,1,1019,2,19.47,19.37,5743,10,110
6,1,649,5,14.48,12.94,4325,6,54
5,4,1089,1,22.0,26.32,5926,10,110
10,3,341,4,7.47,8.49,2382,3,36
10,4,471,3,8.53,8.15,2695,4,36
5,2,1331,5,37.51,16.21,7525,13,130
8,2,1509,5,28.54,25.83,8820,15,120
0,1,1545,6,34.61,28.2,9858,15,120
4,1,1847,3,44.2,25.42,11383,18,162
7,2,1832,2,42.95,37.52,9531,18,162
2,4,1149,5,30.76,17.85,8021,11,99
0,1,1568,2,34.64,27.42,9289,15,120
1,2,1989,5,50.66,26.8,11306,19,114
3,1,1405,3,25.96,17.8,8609,14,140
1,4,1443,1,29.05,34.01,7572,14,140
8,3,1261,3,23.04,26.23,8510,12,84
3,1,1116,6,26.48,17.15,6360,11,99
0,2,356,4,10.39,7.62,2437,3,30
4,3,1752,4,41.93,22.39,9327,17,102
6,2,1598,5,34.9,27.38,10391,15,165
10,2,1699,4,35.62,35.66,10040,16,176
9,2,628,4,14.56,14.75,4144,6,36
8,3,1050,3,23.35,23.43,6771,10,80
3,2,1828,1,49.25,29.94,10221,18,198
6,4,377,2,11.2,6.73,2575,3,36
8,2,1566,5,45.18,33.73,9795,15,180
6,3,1709,3,31.26,22.62,9641,17,119
10,4,1182,1,32.72,27.41,8022,11,121
6,2,542,6,15.72,13.2,3389,5,40
2,3,380,4,10.34,5.03,2504,3,33
3,4,1649,4,42.34,23.81,11407,16,96
4,3,1685,5,47.23,37.08,11204,16,192
4,2,850,4,24.72,16.46,5904,8,48
9,4,1566,1,28.82,23.34,9604,15,105
8,4,1525,6,30.39,33.36,9712,15,90
0,4,921,1,21.52,15.81,5744,9,54
6,1,1599,6,46.68,26.53,10831,15,120
9,4,1471,3,32.12,35.68,8221,14,126
4,4,1101,4,29.15,21.12,6437,11,121
1,2,350,6,9.16,5.41,2146,3,36
6,4,959,3,22.57,14.44,5967,9,54
3,4,1822,5,38.91,44.26,11993,18,216
1,4,544,1,11.36,9.5,3064,5,30
2,1,1392,5,37.87,20.17,8749,13,130
7,1,572,3,15.67,13.03,3835,5,30
3,3,751,3,19.89,12.66,4021,7,56
9,4,961,5,19.83,11.89,6634,9,81
3,1,648,5,12.72,13.31,4455,6,54
1,1,416,2,12.12,5.14,2765,4,40
7,4,1506,3,40.4,35.28,10332,15,135
5,2,1223,1,22.35,22.05,7988,12,132
10,2,920,3,19.2,14.83,6359,9,72
8,3,1212,1,27.64,18.88,6408,12,120
8,2,1950,6,36.85,37.42,13173,19,133
9,2,1790,1,47.77,30.42,9395,17,102
1,1,361,2,10.83,4.96,2069,3,30
6,3,1945,1,44.46,44.53,11722,19,114
3,1,985,6,27.52,13.16,5163,9,99
10,1,1219,3,29.59,20.73,7100,12,120
7,1,669,3,14.93,12.69,3797,6,60
5,4,1083,6,27.86,23.35,7494,10,110
2,4,537,5,15.62,8.22,2746,5,30
9,2,1241,1,34.19,16.37,6971,12,120
4,1,1995,3,37.95,36.41,12894,19,209
7,2,1436,3,28.94,20.51,9975,14,154
0,3,1134,1,20.66,20.52,7532,11,121
2,1,1515,2,31.4,37.04,8407,15,90
6,1,645,3,18.45,12.28,3347,6,36
6,4,1973,6,49.35,44.72,11662,19,228
0,1,1184,2,33.74,16.75,7973,11,132
1,4,1238,2,33.75,19.83,8039,12,72
8,2,1161,6,28.92,22.07,7214,11,132
8,2,961,2,23.87,17.76,5277,9,63
3,3,1564,5,45.91,36.03,9375,15,180
4,2,1722,6,50.11,28.48,8915,17,102
9,1,859,6,20.42,16.65,4596,8,88
8,2,1421,1,36.33,22.7,7219,14,168
3,2,1332,4,28.81,17.2,8523,13,91
6,2,1496,3,29.08,35.73,8490,14,154
6,2,1877,6,34.27,25.87,10497,18,180
4,4,484,6,11.61,9.18,2556,4,44
5,1,880,1,25.36,19.53,6104,8,48
0,2,1147,2,27.95,26.82,6980,11,110
1,1,1076,4,19.85,26.57,7001,10,90
9,4,1406,3,26.52,20.7,8619,14,168
4,3,1053,1,24.74,13.55,5958,10,60
0,2,1686,3,37.59,22.08,9856,16,160
8,2,1330,5,39.72,16.03,8608,13,143
0,3,1027,2,21.67,19.1,5569,10,100
7,4,949,1,25.94,18.57,5440,9,81
8,3,1354,1,38.9,28.43,8762,13,130
7,2,1161,3,30.99,15.99,7712,11,77
9,2,1593,3,43.7,25.5,9921,15,105
1,4,955,1,23.01,23.4,5045,9,81
2,2,362,5,8.45,4.58,2218,3,36
4,2,1974,4,54.75,25.49,10367,19,228
5,1,1049,6,23.12,24.6,6368,10,110
2,1,955,3,21.18,22.39,5027,9,108
6,2,1411,6,38.31,18.04,9516,14,98
8,4,591,1,12.86,9.07,3760,5,50
5,1,614,5,16.76,13.07,3924,6,66
10,3,389,1,10.56,9.34,2170,3,27
1,3,1997,3,52.39,30.89,10702,19,228
6,1,429,6,12.22,9.41,2641,4,40
9,4,1394,1,34.53,34.66,7659,13,91
2,4,795,6,15.18,10.11,4166,7,63
9,3,420,1,10.3,7.2,2531,4,28
5,2,1135,3,33.19,21.21,7722,11,99
6,2,620,1,13.53,12.58,3613,6,48
9,2,1173,4,29.15,17.69,8056,11,110
9,3,1156,3,28.81,21.21,6772,11,66
1,4,1028,1,22.98,14.56,6243,10,70
2,1,921,1,20.08,18.92,6249,9,99
10,3,1145,1,29.13,21.62,6373,11,99
6,2,511,2,12.63,6.29,2954,5,35
4,2,1392,2,28.03,27.02,8054,13,143
8,2,1000,2,28.63,24.56,6294,10,90
6,3,863,5,24.23,19.18,5526,8,64
4,3,1646,5,33.35,26.49,9227,16,128
4,1,1204,1,31.71,16.46,7387,12,72
1,4,1093,2,22.23,13.97,7195,10,100
10,4,1399,1,33.48,33.56,8426,13,78
5,4,1644,5,45.83,35.14,9778,16,176
0,3,586,1,16.51,9.19,3025,5,55
7,4,1074,5,23.5,23.84,7494,10,120
2,3,1056,6,20.08,20.61,5521,10,60
8,3,520,6,14.46,9.91,2806,5,60
7,1,1906,4,43.93,25.89,9846,19,152
0,2,767,1,18.91,16.11,3958,7,70
5,3,1878,4,34.1,39.36,10002,18,216
4,4,1348,4,31.64,25.36,6978,13,130
1,1,750,4,16.3,15.65,4992,7,63
7,1,969,3,18.63,20.99,6104,9,72
9,2,1085,4,28.04,23.47,6724,10,60
10,2,1164,2,30.52,25.06,6790,11,132
2,2,984,2,23.17,17.83,6293,9,108
1,2,1729,2,50.79,36.63,10265,17,119
2,4,1154,1,33.5,14.68,7172,11,132
7,3,1034,5,27.22,17.84,6173,10,120
6,4,1935,4,55.41,41.35,12944,19,171
0,4,821,4,20.24,20.4,4886,8,56
9,3,871,3,17.56,11.45,5439,8,72
5,3,499,5,9.59,12.44,2708,4,48
4,2,801,6,19.95,18.72,5436,8,56
2,3,660,5,19.69,8.55,4565,6,54
0,3,640,5,15.54,10.64,3288,6,72
9,1,504,6,9.35,11.38,2960,5,60
1,4,407,6,11.76,6.99,2743,4,48
10,3,309,6,6.1,7.27,2114,3,36
2,1,1296,5,36.58,27.21,6865,12,84
2,1,1944,5,38.1,27.65,9746,19,209
6,2,1345,5,32.13,26.53,6965,13,91
10,3,766,4,17.15,9.79,4562,7,70
1,4,1753,6,48.66,32.67,11849,17,119
3,3,1161,1,24.29,23.65,6611,11,66
4,1,371,5,9.38,4.9,2387,3,21
10,1,1530,4,28.91,30.54,9580,15,150
3,2,1452,5,28.64,22.53,7921,14,98
3,1,1253,1,22.58,29.32,6729,12,72
4,4,1222,4,24.34,21.6,7603,12,84
1,1,599,5,13.36,14.73,4001,5,55
8,4,1959,6,54.82,29.28,13585,19,209
4,1,1778,5,36.37,26.95,9259,17,170
2,2,522,2,10.55,10.05,3363,5,45
10,2,1570,2,36.58,35.7,8871,15,120
6,4,1476,2,39.5,36.84,8783,14,154
7,3,1911,5,36.13,37.5,11846,19,133
9,1,1061,6,30.05,13.0,5405,10,60
6,3,1624,5,47.44,26.36,9369,16,176
3,4,757,6,17.28,9.84,4463,7,77
10,1,1324,2,37.14,23.44,6795,13,156
6,1,1357,3,37.75,20.65,7744,13,130
8,4,1015,6,30.26,17.56,5633,10,80
9,3,1892,5,38.42,47.25,9542,18,180
7,4,1483,1,29.3,34.28,9193,14,98
3,2,924,6,21.21,20.36,5121,9,108
7,2,1968,1,44.68,39.06,13040,19,152
7,1,1974,1,58.8,25.58,12801,19,209
1,4,1933,3,51.1,41.22,12762,19,114
10,4,874,3,19.8,19.91,5911,8,80
1,4,700,4,18.28,14.22,4881,7,49
5,4,1116,1,28.02,21.07,7586,11,110
8,1,605,6,10.99,10.69,3437,6,60
4,3,1113,2,31.11,19.72,7030,11,66
9,4,1535,2,36.58,32.53,9633,15,135
6,4,1765,6,49.67,22.69,10556,17,136
6,3,1919,6,51.0,38.42,10030,19,171
7,4,1211,5,36.1,21.06,8235,12,144
7,1,919,1,18.72,21.6,5487,9,99
3,4,609,3,17.03,10.92,3961,6,54
0,4,602,3,14.37,11.55,3554,6,42
8,2,1352,1,25.03,24.35,8840,13,156
1,1,868,5,19.59,10.46,5014,8,96
6,1,1546,2,46.27,30.02,7909,15,90
10,1,893,4,22.27,15.94,4852,8,72
10,4,1154,2,31.58,17.15,7264,11,99
1,3,517,5,9.41,9.01,2711,5,60
0,2,1495,2,40.27,25.18,8083,14,168
2,3,552,4,16.39,7.15,3635,5,45
5,1,846,3,15.74,10.48,5801,8,72
8,2,1457,4,43.16,25.56,10079,14,140
1,3,484,6,9.52,6.44,3221,4,44
0,4,603,6,11.29,7.7,3183,6,60
7,2,752,1,21.43,12.74,4626,7,84
4,4,350,6,9.18,5.43,2255,3,30
4,3,1877,5,47.4,45.81,12909,18,198
5,2,1178,5,21.44,17.64,7465,11,88
5,3,1779,3,34.07,30.12,9750,17,102
7,1,1150,6,25.29,22.66,5751,11,132
1,3,689,6,14.82,15.66,4277,6,72
10,2,478,3,9.93,11.41,2625,4,40
5,2,605,4,15.87,10.15,3664,6,48
5,1,1418,6,38.71,26.78,8468,14,112
3,4,400,1,10.22,5.22,2166,4,40
9,3,913,6,23.56,22.7,6162,9,99
8,2,1977,4,57.52,30.84,11238,19,171
4,4,979,4,29.3,17.02,6383,9,81
2,3,1826,5,52.04,36.67,11795,18,162
7,4,543,3,10.28,11.89,3583,5,50
6,4,1687,1,46.0,24.05,11300,16,144
2,2,899,5,20.31,15.81,5044,8,72
3,1,844,4,16.26,11.95,5226,8,64
9,3,802,2,22.74,15.71,4918,8,80
5,4,589,3,16.35,13.26,3789,5,50
2,2,1327,2,25.04,27.04,8429,13,130
2,2,1431,2,27.71,19.87,9808,14,112
2,1,538,6,11.88,10.24,3584,5,30
5,2,1494,2,41.45,23.96,8677,14,154
8,2,488,5,14.14,8.85,2909,4,48
7,3,455,2,13.25,5.86,3170,4,48
9,3,337,3,8.91,8.34,2345,3,18
9,4,1589,4,30.56,30.46,8121,15,135
10,3,605,1,11.91,7.88,3327,6,36
5,3,359,4,6.65,7.31,2065,3,27
10,1,642,4,11.95,10.76,4117,6,72
4,1,970,6,27.73,15.88,6742,9,90
8,2,1863,5,46.79,27.1,10316,18,144
6,3,323,3,5.92,5.6,2212,3,24
4,2,948,6,24.79,13.91,5930,9,108
6,4,1585,6,30.54,30.54,8933,15,135
7,1,1360,2,33.16,33.53,7380,13,104
0,3,1195,2,27.16,25.78,6084,11,88
8,4,949,4,25.95,13.16,5469,9,108
0,1,959,2,25.38,19.83,4926,9,54
7,2,560,3,14.92,10.94,3747,5,40
5,1,885,3,24.09,12.11,5870,8,72
5,1,671,5,12.29,9.93,4274,6,72
6,3,1239,3,30.61,24.9,8394,12,96
4,3,311,6,9.0,7.16,2033,3,21
9,3,1417,5,37.51,31.52,7843,14,154
5,4,350,5,7.84,5.05,1776,3,30
2,3,1623,6,42.61,26.19,9445,16,160
9,3,1495,5,31.44,27.41,10149,14,98
0,1,1477,6,36.38,36.46,9531,14,154
6,4,1568,1,29.34,28.53,8708,15,90
6,3,1887,1,55.42,28.74,10191,18,144
1,3,976,2,26.07,22.11,6617,9,108
3,4,1863,1,54.16,29.34,12794,18,180
4,1,606,4,14.58,11.59,3206,6,54
4,1,1957,4,44.88,29.71,10029,19,171
5,2,777,6,20.53,10.94,4636,7,63
3,2,1277,5,25.19,19.44,6705,12,96
1,2,1392,3,41.5,21.31,7992,13,130
10,3,639,1,15.51,15.04,4253,6,72
7,2,494,6,9.25,6.74,2563,4,48
9,3,1966,5,42.27,46.81,12958,19,190
10,1,1543,6,32.16,18.77,8289,15,180
9,1,1819,6,45.46,38.55,12531,18,216
9,3,1480,5,44.21,18.51,10240,14,126
4,2,1828,1,45.39,27.59,10216,18,216
3,4,697,2,14.55,14.42,4492,6,36
1,4,365,5,10.62,8.3,2376,3,21
8,1,987,4,27.03,18.78,5155,9,99
9,4,1818,2,38.98,37.6,12269,18,144
1,4,1580,1,31.99,38.07,9797,15,180
8,4,790,2,22.33,14.17,4854,7,77
3,2,1966,4,55.43,32.3,10587,19,114
6,4,1901,5,36.98,29.1,12309,19,190
1,4,786,1,17.62,12.68,5134,7,56
2,1,1439,4,37.69,24.06,9937,14,98
10,1,401,2,10.55,8.81,2494,4,24
2,1,1918,2,49.35,34.81,10993,19,114
10,3,1322,4,26.36,29.12,8441,13,78
9,3,1538,4,34.26,26.92,7802,15,105
10,3,1944,4,43.07,45.05,11263,19,114
6,2,889,3,26.39,13.38,5487,8,88
4,1,1782,3,38.73,33.79,9096,17,119
3,4,1532,6,32.61,22.35,7817,15,120
10,4,1340,4,31.66,32.25,6917,13,143
4,4,434,4,11.77,5.62,2339,4,44
1,3,1671,3,48.09,27.85,11223,16,96
9,3,1085,5,20.34,13.85,5493,10,60
4,2,818,5,21.57,18.58,4340,8,96
0,4,1595,5,36.45,25.75,11006,15,120
4,3,700,4,19.88,11.6,3614,7,63
6,3,987,4,19.5,13.09,5628,9,99
7,4,1218,4,24.22,28.2,7331,12,132
4,1,981,5,26.3,15.07,5990,9,90
8,1,846,2,21.58,20.0,4949,8,88
5,1,531,6,13.1,11.07,3147,5,35
5,1,1851,6,52.6,38.92,10379,18,144
9,4,1611,6,33.77,36.6,8273,16,96
4,4,324,1,9.59,4.7,1736,3,18
3,1,1365,6,28.19,29.19,8114,13,156
1,3,419,6,9.56,10.05,2147,4,28
6,3,413,5,7.55,7.45,2588,4,24
7,1,1519,1,36.29,36.24,8954,15,90
10,4,619,3,12.53,13.43,4122,6,60
2,3,1203,5,25.35,14.65,8340,12,120
9,1,717,1,17.58,12.95,3992,7,77
3,2,1212,5,33.67,20.32,6317,12,132
7,1,420,6,10.61,8.46,2626,4,28
8,4,939,3,22.49,20.13,6437,9,81
4,4,1687,3,48.63,36.46,9911,16,144
9,4,1219,4,28.22,17.05,6640,12,108
6,2,576,1,15.68,8.18,3982,5,45
3,3,1211,3,29.62,28.8,6460,12,108
2,2,1307,4,24.92,26.72,6651,13,104
10,4,1267,3,31.16,19.6,6396,12,108
1,2,1005,4,28.18,19.21,6622,10,120
7,3,1816,5,52.79,42.58,9344,18,108
2,2,1129,5,20.56,24.07,6504,11,99
2,4,1960,4,37.4,31.99,10936,19,209
3,3,1163,2,25.25,23.58,7956,11,66
0,3,639,1,11.82,14.31,4221,6,48
0,4,1277,6,33.65,19.56,7774,12,144
2,4,869,2,22.05,20.25,5987,8,72
2,2,1260,3,35.36,27.33,6719,12,72
2,3,531,1,15.83,11.81,3078,5,60
5,2,907,3,21.88,19.44,5995,9,99
7,2,1910,4,37.2,44.39,10921,19,209
2,2,1253,3,29.52,16.97,7510,12,132
6,3,497,4,9.03,12.04,3260,4,44
10,4,991,3,26.35,17.71,5511,9,108
5,2,1431,3,36.59,20.88,9807,14,168
6,2,1942,6,40.92,25.69,10838,19,114
6,4,717,3,17.91,11.14,4080,7,84
6,2,1397,1,29.73,24.91,8832,13,143
0,4,1725,6,43.0,30.03,9865,17,204
4,2,924,1,24.6,14.05,5362,9,54
10,3,674,5,17.11,10.28,3594,6,72
5,1,1146,4,26.64,19.29,8010,11,77
3,3,1133,6,32.73,26.51,7913,11,110
1,2,1745,6,48.57,24.02,10092,17,153
8,1,1723,1,34.13,30.35,9091,17,102
1,3,1400,6,34.07,19.58,9219,14,84
3,4,928,5,19.63,19.33,4751,9,108
2,1,1014,1,20.31,23.54,6784,10,70
5,2,1013,2,30.17,20.65,6063,10,110
3,3,959,3,26.71,11.84,5766,9,90
2,3,478,6,11.45,11.6,2999,4,32
2,3,1849,3,40.58,30.52,9675,18,126
5,4,808,1,18.18,13.77,4743,8,72
10,2,1376,2,36.61,18.66,8154,13,143
2,2,433,4,10.67,7.34,2978,4,28
1,1,778,6,20.89,10.0,4070,7,49
6,1,684,2,20.21,8.52,3696,6,60
7,2,1297,2,24.18,30.91,8396,12,132
7,3,1511,2,30.77,33.09,9408,15,90
0,4,1158,5,21.05,24.54,6114,11,88
5,2,1156,1,25.18,15.32,6298,11,77
1,4,1199,1,22.55,21.61,7946,11,121
8,2,1268,2,24.33,27.28,7118,12,144
9,2,418,5,10.59,7.35,2375,4,32
1,4,457,6,10.91,8.11,2398,4,48
8,1,1582,4,34.25,23.94,9682,15,150
9,1,1993,1,47.67,40.35,13608,19,190
0,2,1902,4,54.91,47.21,10507,19,190
8,2,376,6,10.99,7.35,2254,3,30
3,2,1594,5,39.6,39.7,8701,15,120
9,4,1763,3,33.25,33.29,9550,17,153
2,4,521,2,10.45,9.23,3604,5,30
4,4,1219,5,32.85,22.08,6237,12,84
7,3,1690,1,48.47,34.59,11374,16,144
9,4,1813,6,53.92,24.14,9905,18,216
10,1,1228,5,25.6,18.85,7173,12,72
2,1,1290,5,28.11,32.07,7358,12,132
3,3,1344,6,36.38,16.21,9217,13,91
9,1,1763,5,52.34,27.48,10294,17,136
2,3,590,6,13.56,12.24,3954,5,60
0,2,495,5,11.47,10.42,3045,4,40
0,4,1036,6,24.62,21.75,6543,10,80
3,1,919,4,25.55,16.25,4613,9,81
5,4,1015,5,28.85,23.09,7088,10,100
6,4,1287,2,36.47,23.78,7072,12,132
0,4,893,3,22.74,16.09,6082,8,64
9,4,1841,1,44.55,28.71,9422,18,216
5,3,1190,5,22.8,25.52,7192,11,77
10,2,1626,2,42.51,26.5,10624,16,160
4,1,1819,3,44.08,29.42,10403,18,162
5,2,1982,2,47.29,27.02,12105,19,228
9,3,1275,5,33.8,15.73,7294,12,84
2,4,1601,6,37.68,32.14,9620,16,128
9,3,923,2,25.73,19.26,5361,9,108
4,2,969,2,18.79,21.16,6586,9,108
10,3,432,2,12.09,9.46,2392,4,40
6,2,1567,6,33.79,27.14,7983,15,135
3,4,1657,6,36.14,30.97,9018,16,160
6,2,1407,2,31.49,30.24,8109,14,154
9,4,1410,4,38.43,34.75,9631,14,140
7,3,1646,4,46.63,39.35,10966,16,96
2,2,699,5,14.94,14.58,3836,6,54
4,3,1547,1,35.07,32.37,9589,15,180
2,1,357,1,9.22,7.12,2080,3,30
3,2,1266,2,35.42,24.03,7256,12,96
7,4,1970,5,47.72,31.98,11217,19,190
7,1,1976,3,46.64,39.1,10805,19,209
7,4,1965,6,36.3,27.05,13578,19,190
2,4,1001,1,28.52,12.26,5205,10,120
6,1,1721,1,48.12,33.72,8714,17,153
1,3,1498,3,32.52,35.24,7718,14,140
9,3,1157,4,27.06,21.34,7395,11,121
0,2,676,4,15.21,13.48,3934,6,66
0,1,1085,6,28.96,22.77,5862,10,110
6,1,1940,3,35.82,40.47,10794,19,190
3,2,1168,4,28.9,26.4,7239,11,132
5,4,954,3,19.92,11.92,5360,9,81
3,4,561,3,16.22,8.95,3829,5,55
1,2,956,6,21.25,16.17,5050,9,54
8,2,1093,6,22.8,18.92,5891,10,70
10,2,1600,6,36.67,29.38,8945,16,192
3,3,1893,3,46.7,24.56,10938,18,198
7,1,1033,5,23.24,15.77,6706,10,60
1,4,1776,4,44.97,26.46,10567,17,119
0,3,1926,5,55.25,40.05,10991,19,114
4,2,354,5,10.15,6.03,2193,3,30
7,1,1413,6,27.31,26.18,8104,14,154
3,3,508,6,13.75,10.14,2838,5,55
5,1,1286,4,33.09,24.49,7557,12,144
10,4,559,6,11.51,12.07,2916,5,60
8,2,1939,4,43.76,37.49,12365,19,228
6,2,684,3,19.33,11.13,3787,6,42
0,2,1194,5,25.4,18.02,6107,11,88
10,2,626,3,17.66,11.36,3439,6,72
2,4,1754,2,46.17,32.69,10898,17,204
0,2,714,3,16.07,13.86,4922,7,49
7,3,1853,5,41.39,38.46,11370,18,144
4,3,949,4,25.77,22.11,5163,9,108
8,3,1800,3,34.59,26.23,11372,18,216
8,3,1618,1,45.67,20.71,10676,16,144
2,1,1638,1,32.65,27.43,11047,16,128
4,4,1357,1,27.98,25.01,7623,13,91
9,3,1233,1,28.12,15.54,6811,12,72
10,3,1130,5,30.73,16.51,6964,11,121
1,3,416,2,9.15,5.6,2138,4,36
4,2,1887,6,50.07,38.47,10378,18,216
3,1,1555,6,41.48,31.11,8789,15,135
0,3,1688,3,46.52,34.8,9127,16,144
5,2,393,3,8.87,8.34,2093,3,21
4,2,1841,6,49.16,37.79,10718,18,198
1,3,558,5,10.07,12.79,3524,5,30
2,3,1947,6,55.5,47.5,11023,19,209
6,1,1661,3,42.75,32.8,11495,16,128
4,3,639,6,13.01,10.6,4033,6,72
5,2,1081,6,25.3,21.37,6084,10,60
8,3,1920,1,42.41,41.97,12723,19,171
5,2,1668,1,43.38,37.92,10137,16,144
8,4,1304,1,34.8,19.55,7956,13,156
0,1,1366,2,28.22,28.48,8788,13,143
4,1,1332,6,39.03,29.71,9164,13,156
8,4,1115,6,31.78,15.93,7724,11,77
3,1,720,6,13.67,14.26,4926,7,84
3,4,1819,4,34.18,28.01,10389,18,108
5,4,1318,5,28.08,26.59,7103,13,130
10,1,1514,5,45.27,36.97,9865,15,135
6,1,1797,1,50.08,29.63,11201,17,153
2,2,987,1,18.69,14.91,5052,9,90
0,4,1359,4,27.3,28.16,8380,13,91
